"1770","1",\N,"1"
"1770","2",\N,"2"
"1489","3",\N,"3"
"1489","4",\N,"4"
"1770","5",\N,"5"
"2183","6",\N,"6"
"1494","7",\N,"7"
"1494","10",\N,"8"
"1242","10",\N,"9"
"1494","9",\N,"10"
"1242","9",\N,"11"
"1494","8",\N,"12"
"1242","8",\N,"13"
"1494","11",\N,"14"
"1478","12",\N,"15"
"1332","13",\N,"16"
"1332","14",\N,"17"
"2568","17","1","1637"
"2568","19","1","1639"
"2568","18","1","1638"
"2568","20","1","1640"
"2569","33","1","1641"
"2202","21",\N,"36"
"2205","21",\N,"37"
"2450","21",\N,"38"
"2188","21",\N,"39"
"2202","22",\N,"40"
"2205","1141",\N,"41"
"2450","1144",\N,"42"
"2188","1145",\N,"43"
"1262","24",\N,"44"
"1262","25",\N,"45"
"1262","26",\N,"46"
"1292","27",\N,"47"
"1292","28",\N,"48"
"2111","29",\N,"49"
"2111","30",\N,"50"
"2228","31",\N,"51"
"1440","32",\N,"52"
"2570","36","1","1642"
"2456","34",\N,"56"
"2456","35",\N,"57"
"2571","115","1","1644"
"2571","114","1","1643"
"1276","37",\N,"61"
"1308","38",\N,"62"
"1649","41",\N,"63"
"1649","42",\N,"64"
"1659","39",\N,"65"
"1233","43",\N,"66"
"2199","45",\N,"67"
"1252","44",\N,"68"
"1233","46",\N,"69"
"1233","48",\N,"70"
"1233","49",\N,"71"
"1233","50",\N,"72"
"1233","51",\N,"73"
"1233","47",\N,"74"
"1233","52",\N,"75"
"1233","53",\N,"76"
"1252","54",\N,"77"
"1233","55",\N,"78"
"1233","56",\N,"79"
"1233","57",\N,"80"
"1233","61",\N,"81"
"1233","60",\N,"82"
"1233","59",\N,"83"
"1233","62",\N,"84"
"1233","63",\N,"85"
"1233","64",\N,"86"
"1233","65",\N,"87"
"1233","66",\N,"88"
"1233","58",\N,"89"
"1233","67",\N,"90"
"1233","68",\N,"91"
"1233","69",\N,"92"
"1233","70",\N,"93"
"1233","71",\N,"94"
"1233","72",\N,"95"
"1233","73",\N,"96"
"1233","74",\N,"97"
"1233","75",\N,"98"
"1233","76",\N,"99"
"1233","77",\N,"100"
"1233","78",\N,"101"
"1233","79",\N,"102"
"1233","80",\N,"103"
"1233","81",\N,"104"
"1233","82",\N,"105"
"1233","83",\N,"106"
"1233","84",\N,"107"
"1233","85",\N,"108"
"1233","86",\N,"109"
"1233","87",\N,"110"
"1233","88",\N,"111"
"1233","89",\N,"112"
"1233","90",\N,"113"
"1233","91",\N,"114"
"1233","92",\N,"115"
"1233","93",\N,"116"
"1233","94",\N,"117"
"1233","95",\N,"118"
"1233","96",\N,"119"
"1233","97",\N,"120"
"1233","98",\N,"121"
"1233","99",\N,"122"
"1233","100",\N,"123"
"1233","101",\N,"124"
"1233","102",\N,"125"
"1233","103",\N,"126"
"1233","104",\N,"127"
"1233","105",\N,"128"
"1233","106",\N,"129"
"1378","47",\N,"130"
"1378","107",\N,"131"
"1226","108",\N,"132"
"1969","109",\N,"133"
"1226","110",\N,"134"
"1257","111",\N,"135"
"1257","112",\N,"136"
"2571","129","1","1649"
"2573","128","1","1648"
"2573","127","1","1647"
"2572","116","1","1646"
"2571","116","1","1645"
"1257","117",\N,"146"
"1257","118",\N,"147"
"1257","119",\N,"148"
"1901","120",\N,"149"
"1901","121",\N,"150"
"1901","122",\N,"151"
"1257","123",\N,"152"
"1257","124",\N,"153"
"1257","125",\N,"154"
"1257","126",\N,"155"
"2563","131","1","1651"
"2571","130","1","1650"
"2574","145","1","1652"
"1249","132",\N,"170"
"1249","133",\N,"171"
"1788","134",\N,"172"
"1936","134",\N,"173"
"1578","136",\N,"174"
"1578","137",\N,"175"
"1574","136",\N,"176"
"1574","137",\N,"177"
"1444","136",\N,"178"
"1444","137",\N,"179"
"1574","138",\N,"180"
"1578","138",\N,"181"
"1578","139",\N,"182"
"1574","139",\N,"183"
"1298","139",\N,"184"
"1404","139",\N,"185"
"1426","139",\N,"186"
"1426","140",\N,"187"
"1332","140",\N,"188"
"1298","140",\N,"189"
"1404","140",\N,"190"
"1574","140",\N,"191"
"1578","140",\N,"192"
"1426","141",\N,"193"
"1332","141",\N,"194"
"1298","141",\N,"195"
"1404","141",\N,"196"
"1574","141",\N,"197"
"1587","141",\N,"198"
"1425","142",\N,"199"
"1332","142",\N,"200"
"1298","142",\N,"201"
"1404","142",\N,"202"
"1574","142",\N,"203"
"1587","142",\N,"204"
"1404","143",\N,"205"
"1574","143",\N,"206"
"2451","144",\N,"207"
"2575","151","1","1654"
"2575","150","1","1653"
"1389","148",\N,"211"
"1423","147",\N,"212"
"1389","146",\N,"213"
"1363","149",\N,"214"
"2575","160","1","1656"
"2575","159","1","1655"
"1363","152",\N,"221"
"1363","153",\N,"222"
"1363","154",\N,"223"
"1363","155",\N,"224"
"1389","156",\N,"225"
"1389","157",\N,"226"
"1389","158",\N,"227"
"2576","170","1","1658"
"2576","169","1","1657"
"1389","161",\N,"234"
"1389","162",\N,"235"
"1389","163",\N,"236"
"1389","164",\N,"237"
"1389","165",\N,"238"
"1389","166",\N,"239"
"1389","167",\N,"240"
"1389","168",\N,"241"
"2577","176","1","1659"
"1362","171",\N,"248"
"1423","171",\N,"249"
"1362","172",\N,"250"
"1423","173",\N,"251"
"1423","174",\N,"252"
"2575","177","1","1660"
"1575","179","1","1662"
"2575","178","1","1661"
"1363","180",\N,"265"
"1363","181",\N,"266"
"1363","182",\N,"267"
"2580","199","1","1669"
"2580","198","1","1668"
"2579","197","1","1667"
"2579","196","1","1666"
"2579","195","1","1665"
"1505","185",\N,"276"
"1405","186",\N,"277"
"1405","187",\N,"278"
"1405","188",\N,"279"
"1405","189",\N,"280"
"1405","190",\N,"281"
"1405","191",\N,"282"
"2072","191",\N,"283"
"1405","192",\N,"284"
"2072","192",\N,"285"
"1405","193",\N,"286"
"1405","194",\N,"290"
"2582","245","1","1671"
"2581","1146","1","1670"
"2133","200",\N,"298"
"1405","202",\N,"299"
"1405","203",\N,"300"
"1405","204",\N,"301"
"1405","205",\N,"302"
"1405","206",\N,"303"
"1405","207",\N,"304"
"1405","201",\N,"305"
"1405","208",\N,"306"
"1405","210",\N,"307"
"1405","211",\N,"308"
"1405","212",\N,"309"
"1405","213",\N,"310"
"1405","214",\N,"311"
"1405","209",\N,"312"
"1405","215",\N,"313"
"1405","216",\N,"314"
"1405","217",\N,"315"
"1635","218",\N,"316"
"1405","219",\N,"317"
"1405","220",\N,"318"
"1405","223",\N,"319"
"1405","222",\N,"320"
"1405","221",\N,"321"
"1448","224",\N,"322"
"1448","225",\N,"323"
"1448","226",\N,"324"
"1448","227",\N,"325"
"1448","228",\N,"326"
"1448","229",\N,"327"
"1448","230",\N,"328"
"1448","231",\N,"329"
"1448","232",\N,"330"
"1448","233",\N,"331"
"1537","244",\N,"332"
"1448","234",\N,"333"
"1448","235",\N,"334"
"1448","236",\N,"335"
"1448","237",\N,"336"
"1448","238",\N,"337"
"1448","239",\N,"338"
"1448","240",\N,"339"
"1448","241",\N,"340"
"1448","242",\N,"341"
"1448","243",\N,"342"
"2043","246",\N,"346"
"1309","247",\N,"347"
"1313","248",\N,"348"
"2583","250","1","1673"
"2585","253","1","1676"
"2584","252","1","1675"
"2583","251","1","1674"
"2586","277","1","1681"
"2586","276","1","1680"
"2586","275","1","1679"
"2586","274","1","1678"
"2586","273","1","1677"
"2197","254",\N,"365"
"1271","255",\N,"366"
"1271","256",\N,"367"
"1231","257",\N,"368"
"1231","258",\N,"369"
"2356","259",\N,"370"
"1231","260",\N,"371"
"2239","261",\N,"372"
"2239","262",\N,"373"
"2017","261",\N,"374"
"2017","262",\N,"375"
"2239","263",\N,"376"
"2239","264",\N,"377"
"2239","265",\N,"378"
"2239","266",\N,"379"
"2239","267",\N,"380"
"2239","268",\N,"381"
"2239","269",\N,"382"
"2239","270",\N,"383"
"2239","271",\N,"384"
"2239","272",\N,"385"
"2589","302","1","1698"
"2589","301","1","1697"
"2589","300","1","1696"
"2589","299","1","1695"
"2589","303","1","1694"
"2589","298","1","1693"
"2588","293","1","1692"
"2587","291","1","1691"
"2587","290","1","1690"
"2587","289","1","1689"
"2587","288","1","1688"
"2587","287","1","1687"
"2587","286","1","1686"
"2587","285","1","1685"
"2587","284","1","1684"
"2587","292","1","1683"
"2587","283","1","1682"
"1243","278",\N,"406"
"1363","279",\N,"407"
"1800","280",\N,"408"
"1800","281",\N,"409"
"1800","282",\N,"410"
"1438","280",\N,"411"
"1438","281",\N,"412"
"1438","282",\N,"413"
"2193","281",\N,"414"
"2193","280",\N,"415"
"2193","282",\N,"416"
"1438","294",\N,"450"
"1438","295",\N,"451"
"1438","296",\N,"452"
"1438","297",\N,"453"
"2193","294",\N,"454"
"2193","296",\N,"455"
"2193","297",\N,"456"
"2595","313","1","1707"
"2594","313","1","1706"
"2593","313","1","1705"
"2595","314","1","1704"
"2594","314","1","1703"
"2593","314","1","1702"
"2592","314","1","1701"
"2590","310","1","1699"
"3193","304",\N,"475"
"2602","382","1","1738"
"2602","381","1","1737"
"2602","380","1","1736"
"2602","377","1","1735"
"2602","376","1","1734"
"2601","373","1","1733"
"2600","369","1","1732"
"2600","368","1","1731"
"2600","367","1","1730"
"2590","349","1","1726"
"1438","309",\N,"490"
"1243","1147",\N,"491"
"2193","310",\N,"492"
"2591","312","1","1700"
"2590","332","1","1722"
"2590","331","1","1721"
"2596","325","1","1720"
"2595","318","1","1711"
"2589","317","1","1710"
"2587","316","1","1709"
"2587","315","1","1708"
"2595","1148","1","1719"
"2594","1149","1","1718"
"2593","1150","1","1717"
"2589","1151","1","1716"
"2595","324","1","1715"
"2596","322","1","1714"
"2589","319","1","1713"
"2594","321","1","1712"
"2193","323",\N,"519"
"1800","329",\N,"530"
"1800","330",\N,"531"
"2598","306","1","1725"
"2597","306","1","1724"
"2597","305","1","1723"
"1438","333",\N,"538"
"2193","334",\N,"539"
"2193","335",\N,"540"
"2193","336",\N,"541"
"1438","336",\N,"542"
"1438","337",\N,"543"
"2193","338",\N,"544"
"2193","340",\N,"545"
"1438","339",\N,"546"
"1438","340",\N,"547"
"2193","341",\N,"548"
"1438","342",\N,"549"
"1438","343",\N,"550"
"1438","344",\N,"551"
"2193","344",\N,"552"
"1438","345",\N,"553"
"2193","345",\N,"554"
"2193","346",\N,"555"
"2193","347",\N,"556"
"2193","348",\N,"557"
"2600","366","1","1729"
"2600","365","1","1728"
"2599","360","1","1727"
"1251","350",\N,"561"
"1251","351",\N,"562"
"1251","352",\N,"563"
"1251","353",\N,"564"
"1251","354",\N,"565"
"1530","355",\N,"566"
"1266","356",\N,"567"
"1446","357",\N,"568"
"1530","358",\N,"569"
"1530","359",\N,"570"
"1530","362","0","574"
"1530","361",\N,"575"
"1530","364",\N,"576"
"1966","370",\N,"597"
"1966","371",\N,"598"
"1966","372",\N,"599"
"1493","374",\N,"610"
"1319","375",\N,"611"
"1319","378",\N,"617"
"1601","378",\N,"623"
"1319","379",\N,"624"
"1601","379",\N,"625"
"2611","539","1","1753"
"2610","535","1","1752"
"2610","534","1","1751"
"2609","531","1","1750"
"2608","504","1","1749"
"2607","504","1","1748"
"2606","480","1","1747"
"2605","454","1","1746"
"2605","446","1","1745"
"2605","445","1","1744"
"2605","444","1","1743"
"2605","443","1","1742"
